current_wrestling_style,weight_class,ranking,full_name,url
Freestyle,57 kg,2,Rei Higuchi,https://uww.org/athletes-results/higuchi-rei-9100-profile
Freestyle,57 kg,1,Stevan Andria Micic,https://uww.org/athletes-results/micic-stevan-andria-15077-profile
Freestyle,57 kg,3,Arsen Harutyunyan,https://uww.org/athletes-results/harutyunyan-arsen-8820-profile
Freestyle,57 kg,4,Meirambek KARTBAY,https://uww.org/athletes-results/kartbay-meirambek-11056-profile
Freestyle,57 kg,5,Zelimkhan ABAKAROV,https://uww.org/athletes-results/abakarov-zelimkhan-26965-profile
Freestyle,57 kg,6,Aman AMAN,https://uww.org/athletes-results/aman-aman-1447-profile
Freestyle,57 kg,7,Zavur UGUEV,https://uww.org/athletes-results/uguev-zavur-26093-profile
Freestyle,57 kg,8,Wanhao ZOU,https://uww.org/athletes-results/zou-wanhao-25552-profile
Freestyle,57 kg,9,Gulomjon ABDULLAEV,https://uww.org/athletes-results/abdullaev-gulomjon-186-profile
Freestyle,57 kg,10,Almaz SMANBEKOV,https://uww.org/athletes-results/smanbekov-almaz-25858-profile
Freestyle,57 kg,11,Roberti DINGASHVILI,https://uww.org/athletes-results/dingashvili-roberti-131637-profile
Freestyle,57 kg,12,Milad Jahangir VALIZADEH,https://uww.org/athletes-results/valizadeh-milad-jahangir-191310-profile
Freestyle,57 kg,13,Gamal Abdelnaser Hanafy MOHAMED,https://uww.org/athletes-results/mohamed-gamal-abdelnaser-hanafy-15357-profile
Freestyle,57 kg,14,Muhammet KARAVUS,https://uww.org/athletes-results/karavus-muhammet-10962-profile
Freestyle,57 kg,15,Niklas STECHELE,https://uww.org/athletes-results/stechele-niklas-21692-profile
Freestyle,57 kg,16,Diamantino IUNA FAFE,https://uww.org/athletes-results/iuna-fafe-diamantino-9936-profile
Freestyle,57 kg,17,Kento YUMIYA,https://uww.org/athletes-results/yumiya-kento-24957-profile
Freestyle,57 kg,18,Islam BAZARGANOV,https://uww.org/athletes-results/bazarganov-islam-3073-profile
Freestyle,57 kg,19,Zanabazar ZANDANBUD,https://uww.org/athletes-results/zandanbud-zanabazar-25106-profile
Freestyle,57 kg,20,Weiyu LI,https://uww.org/athletes-results/li-weiyu-13372-profile
Freestyle,57 kg,21,Udit UDIT,https://uww.org/athletes-results/udit-udit-23441-profile
Freestyle,57 kg,22,Roland TAMBI NFORSONG,https://uww.org/athletes-results/tambi-nforsong-roland-22321-profile
Freestyle,57 kg,23,Enozunimi SIMEON,https://uww.org/athletes-results/simeon-enozunimi-195808-profile
Freestyle,57 kg,24,Aliabbas RZAZADE,https://uww.org/athletes-results/rzazade-aliabbas-27696-profile
Freestyle,57 kg,25,Omar FAYE,https://uww.org/athletes-results/faye-omar-6995-profile
Freestyle,57 kg,26,Horst LEHR,https://uww.org/athletes-results/lehr-horst-13272-profile
Freestyle,57 kg,27,Spencer Richard LEE,https://uww.org/athletes-results/lee-spencer-richard-165282-profile
Freestyle,57 kg,28,Kum Hyok KIM,https://uww.org/athletes-results/kim-kum-hyok-196247-profile
Freestyle,57 kg,29,Aryan TSIUTRYN,https://uww.org/athletes-results/tsiutryn-aryan-22770-profile
Freestyle,57 kg,30,Darian Toi CRUZ,https://uww.org/athletes-results/cruz-darian-toi-5172-profile
Freestyle,57 kg,31,Georgi Valentinov VANGELOV,https://uww.org/athletes-results/vangelov-georgi-valentinov-23775-profile
Freestyle,57 kg,32,Pedro Jesus MEJIAS RODRIGUEZ,https://uww.org/athletes-results/mejias-rodriguez-pedro-jesus-14898-profile
Freestyle,57 kg,33,Ebrahim Mahdi KHARI,https://uww.org/athletes-results/khari-ebrahim-mahdi-51210-profile
Freestyle,57 kg,34,Changjun PARK,https://uww.org/athletes-results/park-changjun-17638-profile
Freestyle,57 kg,35,Zane Raye Rhodes RICHARDS,https://uww.org/athletes-results/richards-zane-raye-rhodes-19079-profile
Freestyle,57 kg,36,Guesseppe Ricardo REA VILLARROEL,https://uww.org/athletes-results/rea-villarroel-guesseppe-ricardo-18942-profile
Freestyle,57 kg,37,Abdelrahman Elsayed Abdelrahman MAHMOUD,https://uww.org/athletes-results/mahmoud-abdelrahman-elsayed-abdelrahman-13977-profile
Freestyle,57 kg,38,Oscar Eduardo TIGREROS URBANO,https://uww.org/athletes-results/tigreros-urbano-oscar-eduardo-22721-profile
Freestyle,57 kg,39,KHALIL BARKOUTI,https://uww.org/athletes-results/barkouti-khalil-188398-profile
Freestyle,57 kg,40,Nodirbek JUMANAZAROV,https://uww.org/athletes-results/jumanazarov-nodirbek-10467-profile
Freestyle,57 kg,41,Luka GVINJILIA,https://uww.org/athletes-results/gvinjilia-luka-8552-profile
Freestyle,57 kg,42,Vladimir EGOROV,https://uww.org/athletes-results/egorov-vladimir-6454-profile
Freestyle,57 kg,43,Rabby Kilonga KILANDI,https://uww.org/athletes-results/kilandi-rabby-kilonga-11764-profile
Freestyle,57 kg,44,Kamil KERYMOV,https://uww.org/athletes-results/kerymov-kamil-167451-profile
Freestyle,57 kg,45,Suraj Shahil SINGH,https://uww.org/athletes-results/singh-suraj-shahil-21181-profile
Freestyle,57 kg,46,Jaime Isaac PEREZ CASTELLANOS,https://uww.org/athletes-results/perez-castellanos-jaime-isaac-68622-profile
Freestyle,57 kg,47,Ilman MUKHTAROV,https://uww.org/athletes-results/mukhtarov-ilman-15754-profile
Freestyle,57 kg,48,Davi SILVA GIOVANNETTI,https://uww.org/athletes-results/silva-giovannetti-davi-195102-profile
Freestyle,57 kg,49,Alexander Joseph BUCKMAN,https://uww.org/athletes-results/buckman-alexander-joseph-194184-profile
Freestyle,57 kg,50,Razvan Marian KOVACS,https://uww.org/athletes-results/kovacs-razvan-marian-132514-profile
Freestyle,57 kg,51,Peter Lewis HAMMER CUDE,https://uww.org/athletes-results/hammer-cude-peter-lewis-188192-profile
Freestyle,57 kg,52,Ben Hachem TARIK,https://uww.org/athletes-results/tarik-ben-hachem-75362-profile
Freestyle,57 kg,53,Thomas Allan SANTIAGO,https://uww.org/athletes-results/santiago-thomas-allan-77523-profile
Freestyle,57 kg,54,Jorge Alberto OLVERA RODRIGUEZ,https://uww.org/athletes-results/olvera-rodriguez-jorge-alberto-69271-profile
Freestyle,57 kg,55,Aiaal BELOLYUBSKII,https://uww.org/athletes-results/belolyubskii-aiaal-3263-profile
Freestyle,57 kg,56,Younes LACHGAR,https://uww.org/athletes-results/lachgar-younes-76346-profile
Freestyle,57 kg,56,John Kenneth Willbert LEOPOLD,https://uww.org/athletes-results/leopold-john-kenneth-willbert-76663-profile
Freestyle,57 kg,58,Muhammad BILAL,https://uww.org/athletes-results/bilal-muhammad-3531-profile
Freestyle,57 kg,59,Brandon Aaron COURTNEY,https://uww.org/athletes-results/courtney-brandon-aaron-5145-profile
Freestyle,57 kg,60,Khattab Umer Shawkat AL ANI,https://uww.org/athletes-results/al-ani-khattab-umer-shawkat-75509-profile
Freestyle,57 kg,61,Islam ZERROUGUI,https://uww.org/athletes-results/zerrougui-islam-25202-profile
Freestyle,57 kg,62,Enrique Armando HERRERA HUACRE,https://uww.org/athletes-results/herrera-huacre-enrique-armando-9058-profile
Freestyle,57 kg,63,Nikolaos VLANDOS,https://uww.org/athletes-results/vlandos-nikolaos-75105-profile
Freestyle,57 kg,64,Gayan Kathurangana EKANAYAKA MUDIYANSELAGE,https://uww.org/athletes-results/ekanayaka-mudiyanselage-gayan-kathurangana-6475-profile
Freestyle,57 kg,65,Daroa John OLSSON,https://uww.org/athletes-results/olsson-daroa-john-191012-profile
Freestyle,57 kg,66,Seko Miguel Mungu KINAVIUD,https://uww.org/athletes-results/kinaviud-seko-miguel-mungu-195623-profile
Freestyle,57 kg,67,Ali Hossein MOMENIJOUJADEH,https://uww.org/athletes-results/momenijoujadeh-ali-hossein-196327-profile
Freestyle,57 kg,68,Kabe MATJANOV,https://uww.org/athletes-results/matjanov-kabe-196009-profile
Freestyle,57 kg,69,Ahmet DUMAN,https://uww.org/athletes-results/duman-ahmet-6224-profile
Freestyle,57 kg,70,Jacob Anthony MORAN,https://uww.org/athletes-results/moran-jacob-anthony-15564-profile
Freestyle,57 kg,71,Darthe CAPELLAN,https://uww.org/athletes-results/capellan-darthe-26011-profile
Freestyle,57 kg,72,Miles Dankyi FRIMPONG,https://uww.org/athletes-results/frimpong-miles-dankyi-195993-profile
Freestyle,57 kg,73,Ivaylo Milenov TISOV,https://uww.org/athletes-results/tisov-ivaylo-milenov-22761-profile
Freestyle,57 kg,74,Igor CHICHIOI,https://uww.org/athletes-results/chichioi-igor-132441-profile
Freestyle,57 kg,21,Udit UDIT,https://uww.org/athletes-results/udit-udit-23441-profile
Freestyle,57 kg,22,Roland TAMBI NFORSONG,https://uww.org/athletes-results/tambi-nforsong-roland-22321-profile
Freestyle,57 kg,23,Enozunimi SIMEON,https://uww.org/athletes-results/simeon-enozunimi-195808-profile
Freestyle,57 kg,24,Aliabbas RZAZADE,https://uww.org/athletes-results/rzazade-aliabbas-27696-profile
Freestyle,57 kg,25,Omar FAYE,https://uww.org/athletes-results/faye-omar-6995-profile
Freestyle,57 kg,26,Horst LEHR,https://uww.org/athletes-results/lehr-horst-13272-profile
Freestyle,57 kg,27,Spencer Richard LEE,https://uww.org/athletes-results/lee-spencer-richard-165282-profile
Freestyle,57 kg,28,Kum Hyok KIM,https://uww.org/athletes-results/kim-kum-hyok-196247-profile
Freestyle,57 kg,29,Aryan TSIUTRYN,https://uww.org/athletes-results/tsiutryn-aryan-22770-profile
Freestyle,57 kg,30,Darian Toi CRUZ,https://uww.org/athletes-results/cruz-darian-toi-5172-profile
Freestyle,57 kg,31,Georgi Valentinov VANGELOV,https://uww.org/athletes-results/vangelov-georgi-valentinov-23775-profile
Freestyle,57 kg,32,Pedro Jesus MEJIAS RODRIGUEZ,https://uww.org/athletes-results/mejias-rodriguez-pedro-jesus-14898-profile
Freestyle,57 kg,33,Ebrahim Mahdi KHARI,https://uww.org/athletes-results/khari-ebrahim-mahdi-51210-profile
Freestyle,57 kg,34,Changjun PARK,https://uww.org/athletes-results/park-changjun-17638-profile
Freestyle,57 kg,35,Zane Raye Rhodes RICHARDS,https://uww.org/athletes-results/richards-zane-raye-rhodes-19079-profile
Freestyle,57 kg,36,Guesseppe Ricardo REA VILLARROEL,https://uww.org/athletes-results/rea-villarroel-guesseppe-ricardo-18942-profile
Freestyle,57 kg,37,Abdelrahman Elsayed Abdelrahman MAHMOUD,https://uww.org/athletes-results/mahmoud-abdelrahman-elsayed-abdelrahman-13977-profile
Freestyle,57 kg,38,Oscar Eduardo TIGREROS URBANO,https://uww.org/athletes-results/tigreros-urbano-oscar-eduardo-22721-profile
Freestyle,57 kg,39,KHALIL BARKOUTI,https://uww.org/athletes-results/barkouti-khalil-188398-profile
Freestyle,57 kg,40,Nodirbek JUMANAZAROV,https://uww.org/athletes-results/jumanazarov-nodirbek-10467-profile
Freestyle,57 kg,41,Luka GVINJILIA,https://uww.org/athletes-results/gvinjilia-luka-8552-profile
Freestyle,57 kg,42,Vladimir EGOROV,https://uww.org/athletes-results/egorov-vladimir-6454-profile
Freestyle,57 kg,43,Rabby Kilonga KILANDI,https://uww.org/athletes-results/kilandi-rabby-kilonga-11764-profile
Freestyle,57 kg,44,Kamil KERYMOV,https://uww.org/athletes-results/kerymov-kamil-167451-profile
Freestyle,57 kg,45,Suraj Shahil SINGH,https://uww.org/athletes-results/singh-suraj-shahil-21181-profile
Freestyle,57 kg,46,Jaime Isaac PEREZ CASTELLANOS,https://uww.org/athletes-results/perez-castellanos-jaime-isaac-68622-profile
Freestyle,57 kg,47,Ilman MUKHTAROV,https://uww.org/athletes-results/mukhtarov-ilman-15754-profile
Freestyle,57 kg,48,Davi SILVA GIOVANNETTI,https://uww.org/athletes-results/silva-giovannetti-davi-195102-profile
Freestyle,57 kg,49,Alexander Joseph BUCKMAN,https://uww.org/athletes-results/buckman-alexander-joseph-194184-profile
Freestyle,57 kg,50,Razvan Marian KOVACS,https://uww.org/athletes-results/kovacs-razvan-marian-132514-profile
Freestyle,57 kg,51,Peter Lewis HAMMER CUDE,https://uww.org/athletes-results/hammer-cude-peter-lewis-188192-profile
Freestyle,57 kg,52,Ben Hachem TARIK,https://uww.org/athletes-results/tarik-ben-hachem-75362-profile
Freestyle,57 kg,53,Thomas Allan SANTIAGO,https://uww.org/athletes-results/santiago-thomas-allan-77523-profile
Freestyle,57 kg,54,Jorge Alberto OLVERA RODRIGUEZ,https://uww.org/athletes-results/olvera-rodriguez-jorge-alberto-69271-profile
Freestyle,57 kg,55,Aiaal BELOLYUBSKII,https://uww.org/athletes-results/belolyubskii-aiaal-3263-profile
Freestyle,57 kg,56,Younes LACHGAR,https://uww.org/athletes-results/lachgar-younes-76346-profile
Freestyle,57 kg,56,John Kenneth Willbert LEOPOLD,https://uww.org/athletes-results/leopold-john-kenneth-willbert-76663-profile
Freestyle,57 kg,58,Muhammad BILAL,https://uww.org/athletes-results/bilal-muhammad-3531-profile
Freestyle,57 kg,59,Brandon Aaron COURTNEY,https://uww.org/athletes-results/courtney-brandon-aaron-5145-profile
Freestyle,57 kg,60,Khattab Umer Shawkat AL ANI,https://uww.org/athletes-results/al-ani-khattab-umer-shawkat-75509-profile
Freestyle,57 kg,61,Islam ZERROUGUI,https://uww.org/athletes-results/zerrougui-islam-25202-profile
Freestyle,57 kg,62,Enrique Armando HERRERA HUACRE,https://uww.org/athletes-results/herrera-huacre-enrique-armando-9058-profile
Freestyle,57 kg,63,Nikolaos VLANDOS,https://uww.org/athletes-results/vlandos-nikolaos-75105-profile
Freestyle,57 kg,64,Gayan Kathurangana EKANAYAKA MUDIYANSELAGE,https://uww.org/athletes-results/ekanayaka-mudiyanselage-gayan-kathurangana-6475-profile
Freestyle,57 kg,65,Daroa John OLSSON,https://uww.org/athletes-results/olsson-daroa-john-191012-profile
Freestyle,57 kg,66,Seko Miguel Mungu KINAVIUD,https://uww.org/athletes-results/kinaviud-seko-miguel-mungu-195623-profile
Freestyle,57 kg,67,Ali Hossein MOMENIJOUJADEH,https://uww.org/athletes-results/momenijoujadeh-ali-hossein-196327-profile
Freestyle,57 kg,68,Kabe MATJANOV,https://uww.org/athletes-results/matjanov-kabe-196009-profile
Freestyle,57 kg,69,Ahmet DUMAN,https://uww.org/athletes-results/duman-ahmet-6224-profile
Freestyle,57 kg,70,Jacob Anthony MORAN,https://uww.org/athletes-results/moran-jacob-anthony-15564-profile
Freestyle,57 kg,71,Darthe CAPELLAN,https://uww.org/athletes-results/capellan-darthe-26011-profile
Freestyle,57 kg,72,Miles Dankyi FRIMPONG,https://uww.org/athletes-results/frimpong-miles-dankyi-195993-profile
Freestyle,57 kg,73,Ivaylo Milenov TISOV,https://uww.org/athletes-results/tisov-ivaylo-milenov-22761-profile
Freestyle,57 kg,74,Igor CHICHIOI,https://uww.org/athletes-results/chichioi-igor-132441-profile
Freestyle,61 kg,2,Taiyrbek Zhumashbek Uulu,https://uww.org/athletes-results/zhumashbek-uulu-taiyrbek-25441-profile
Freestyle,61 kg,1,Abasgadzhi Magomedov,https://uww.org/athletes-results/magomedov-abasgadzhi-13904-profile
Freestyle,61 kg,3,Vitali Arujau,https://uww.org/athletes-results/arujau-vitali-142552-profile
Freestyle,61 kg,4,Shota PHARTENADZE,https://uww.org/athletes-results/phartenadze-shota-128537-profile
Freestyle,61 kg,5,Valentyn BLIASETSKYI,https://uww.org/athletes-results/bliasetskyi-valentyn-3622-profile
Freestyle,61 kg,6,Kodai OGAWA,https://uww.org/athletes-results/ogawa-kodai-16938-profile
Freestyle,61 kg,7,Jahongirmirza TUROBOV,https://uww.org/athletes-results/turobov-jahongirmirza-23363-profile
Freestyle,61 kg,8,Weiyu LI,https://uww.org/athletes-results/li-weiyu-13372-profile
Freestyle,61 kg,9,Akash DAHIYA,https://uww.org/athletes-results/dahiya-akash-142038-profile
Freestyle,61 kg,10,Nuraddin NOVRUZOV,https://uww.org/athletes-results/novruzov-nuraddin-72953-profile
Freestyle,61 kg,11,Andrei BEKRENEU,https://uww.org/athletes-results/bekreneu-andrei-3206-profile
Freestyle,61 kg,12,Ossimzhan DASTANBEK,https://uww.org/athletes-results/dastanbek-ossimzhan-5438-profile
Freestyle,61 kg,13,Emrah ORMANOGLU,https://uww.org/athletes-results/ormanoglu-emrah-17206-profile
Freestyle,61 kg,14,Joseph Andres SILVA,https://uww.org/athletes-results/silva-joseph-andres-74917-profile
Freestyle,61 kg,15,Zelimkhan ABAKAROV,https://uww.org/athletes-results/abakarov-zelimkhan-26965-profile
Freestyle,61 kg,16,Mezhlum MEZHLUMYAN,https://uww.org/athletes-results/mezhlumyan-mezhlum-29954-profile
Freestyle,61 kg,17,Assyl AITAKYN,https://uww.org/athletes-results/aitakyn-assyl-26830-profile
Freestyle,61 kg,18,Abdelhak KHERBACHE,https://uww.org/athletes-results/kherbache-abdelhak-11601-profile
Freestyle,61 kg,19,Niklas STECHELE,https://uww.org/athletes-results/stechele-niklas-21692-profile
Freestyle,61 kg,20,Georgi Valentinov VANGELOV,https://uww.org/athletes-results/vangelov-georgi-valentinov-23775-profile
Freestyle,61 kg,21,Enkhbold ENKHBAT,https://uww.org/athletes-results/enkhbat-enkhbold-72570-profile
Freestyle,61 kg,22,Kum Chol RI,https://uww.org/athletes-results/ri-kum-chol-196269-profile
Freestyle,61 kg,23,Daniel POPOV,https://uww.org/athletes-results/popov-daniel-18292-profile
Freestyle,61 kg,24,Nils LEUTERT,https://uww.org/athletes-results/leutert-nils-155904-profile
Freestyle,61 kg,25,Stilyan Yanchev ILIEV,https://uww.org/athletes-results/iliev-stilyan-yanchev-9633-profile
Freestyle,61 kg,26,Vladimir EGOROV,https://uww.org/athletes-results/egorov-vladimir-6454-profile
Freestyle,61 kg,27,Reza Ahmadali ATRINAGHARCHI,https://uww.org/athletes-results/atrinagharchi-reza-ahmadali-2187-profile
Freestyle,61 kg,28,Bekhbayar ERDENEBAT,https://uww.org/athletes-results/erdenebat-bekhbayar-6680-profile
Freestyle,61 kg,29,Arsen HARUTYUNYAN,https://uww.org/athletes-results/harutyunyan-arsen-8820-profile
Freestyle,61 kg,30,Didier Awene DIATTA,https://uww.org/athletes-results/diatta-didier-awene-75978-profile
Freestyle,61 kg,31,Giorgi GONIASHVILI,https://uww.org/athletes-results/goniashvili-giorgi-8099-profile
Freestyle,61 kg,32,Dzhamshed SHARIFOV,https://uww.org/athletes-results/sharifov-dzhamshed-20671-profile
Freestyle,61 kg,33,Sanghyeon SON,https://uww.org/athletes-results/son-sanghyeon-195905-profile
Freestyle,61 kg,34,Intigam VALIZADA,https://uww.org/athletes-results/valizada-intigam-23735-profile
Freestyle,61 kg,35,Hassan Mohamed Elshahat Mohamed ELSAYED,https://uww.org/athletes-results/elsayed-hassan-mohamed-elshahat-mohamed-195577-profile
Freestyle,61 kg,36,Sardor RUZIMOV,https://uww.org/athletes-results/ruzimov-sardor-19467-profile
Freestyle,61 kg,37,Andrii DZHELEP,https://uww.org/athletes-results/dzhelep-andrii-6333-profile
Freestyle,61 kg,38,Zhipeng JIANG,https://uww.org/athletes-results/jiang-zhipeng-10311-profile
Freestyle,61 kg,39,Nebi UZUN,https://uww.org/athletes-results/uzun-nebi-45962-profile
Freestyle,61 kg,40,Reginaldo Goncalves Da SILVA,https://uww.org/athletes-results/silva-reginaldo-goncalves-da-187559-profile
Freestyle,61 kg,41,Arman Norik ELOYAN,https://uww.org/athletes-results/eloyan-arman-norik-6562-profile
Freestyle,61 kg,42,Narankhuu NARMANDAKH,https://uww.org/athletes-results/narmandakh-narankhuu-16187-profile
Freestyle,61 kg,43,Leomid COLESNIC,https://uww.org/athletes-results/colesnic-leomid-5055-profile
Freestyle,61 kg,44,Nahshon GARRETT,https://uww.org/athletes-results/garrett-nahshon-7625-profile
Freestyle,61 kg,45,Shahdad Ali KHOSRAVI MARDAKHEH,https://uww.org/athletes-results/khosravi-mardakheh-shahdad-ali-71632-profile
Freestyle,61 kg,46,Aliabbas RZAZADE,https://uww.org/athletes-results/rzazade-aliabbas-27696-profile
Freestyle,61 kg,47,Ivan GUIDEA,https://uww.org/athletes-results/guidea-ivan-8375-profile
Freestyle,61 kg,48,Nicholas Raymond SURIANO,https://uww.org/athletes-results/suriano-nicholas-raymond-21985-profile
Freestyle,61 kg,49,Kaige Lyndon BROWN,https://uww.org/athletes-results/brown-kaige-lyndon-51499-profile
Freestyle,61 kg,50,Eugine Osale OMULULE,https://uww.org/athletes-results/omulule-eugine-osale-189208-profile
Freestyle,61 kg,51,Solomon Thato LOPENG,https://uww.org/athletes-results/lopeng-solomon-thato-195596-profile
Freestyle,61 kg,52,David Hadley CLASS,https://uww.org/athletes-results/class-david-hadley-5009-profile
Freestyle,61 kg,53,Nika ZAKASHVILI,https://uww.org/athletes-results/zakashvili-nika-75108-profile
Freestyle,61 kg,54,Kaisei TANABE,https://uww.org/athletes-results/tanabe-kaisei-22336-profile
Freestyle,61 kg,55,Amir HAMAYUN,https://uww.org/athletes-results/hamayun-amir-188717-profile
Freestyle,61 kg,56,Ibrahim Abdullah GUZAN,https://uww.org/athletes-results/guzan-ibrahim-abdullah-78898-profile
Freestyle,61 kg,57,Gamal Abdelnaser Hanafy MOHAMED,https://uww.org/athletes-results/mohamed-gamal-abdelnaser-hanafy-15357-profile
Freestyle,61 kg,58,Tharindu Priyanath Chandrasekara HATTUWAN PEDIGE,https://uww.org/athletes-results/hattuwan-pedige-tharindu-priyanath-chandrasekara-8905-profile
Freestyle,61 kg,59,Juan Carlos LAVAT CORTEZ,https://uww.org/athletes-results/lavat-cortez-juan-carlos-29885-profile
Freestyle,61 kg,60,Bekbolot MYRZANAZAR UULU,https://uww.org/athletes-results/myrzanazar-uulu-bekbolot-16004-profile
Freestyle,61 kg,61,Michael Jonathon MCGEE,https://uww.org/athletes-results/mcgee-michael-jonathon-194002-profile
Freestyle,61 kg,62,Ali M M ABURUMAILA,https://uww.org/athletes-results/aburumaila-ali-m-m-360-profile
Freestyle,65 kg,2,Rahman Mousa Amouzadkhalili,https://uww.org/athletes-results/amouzadkhalili-rahman-mousa-1561-profile
Freestyle,65 kg,1,Vazgen Tevanyan,https://uww.org/athletes-results/tevanyan-vazgen-22649-profile
Freestyle,65 kg,3,Iszmail Muszukajev,https://uww.org/athletes-results/muszukajev-iszmail-15952-profile
Freestyle,65 kg,4,Sebastian C RIVERA,https://uww.org/athletes-results/rivera-sebastian-c-19136-profile
Freestyle,65 kg,5,Nicholas Boone LEE,https://uww.org/athletes-results/lee-nicholas-boone-13231-profile
Freestyle,65 kg,6,Shamil MAMEDOV,https://uww.org/athletes-results/mamedov-shamil-14213-profile
Freestyle,65 kg,7,Maxim SACULTAN,https://uww.org/athletes-results/sacultan-maxim-19555-profile
Freestyle,65 kg,8,Agustin Alejandro DESTRIBATS,https://uww.org/athletes-results/destribats-agustin-alejandro-25855-profile
Freestyle,65 kg,9,Haji ALIYEV,https://uww.org/athletes-results/aliyev-haji-1223-profile
Freestyle,65 kg,10,Joshua Stuart FINESILVER,https://uww.org/athletes-results/finesilver-joshua-stuart-110545-profile
Freestyle,65 kg,11,Nino LEUTERT,https://uww.org/athletes-results/leutert-nino-13333-profile
Freestyle,65 kg,12,Abbas Mohammadreza EBRAHIMZADEHSAVADKOUHI,https://uww.org/athletes-results/ebrahimzadehsavadkouhi-abbas-mohammadreza-6394-profile
Freestyle,65 kg,13,Abdulmazhid KUDIEV,https://uww.org/athletes-results/kudiev-abdulmazhid-12629-profile
Freestyle,65 kg,14,Khamzat Timourovitch ARSAMERZOUEV,https://uww.org/athletes-results/arsamerzouev-khamzat-timourovitch-1917-profile
Freestyle,65 kg,15,Islam DUDAEV,https://uww.org/athletes-results/dudaev-islam-6173-profile
Freestyle,65 kg,16,Abdullah TOPRAK,https://uww.org/athletes-results/toprak-abdullah-70375-profile
Freestyle,65 kg,17,Ayub Muratovitch MUSAEV,https://uww.org/athletes-results/musaev-ayub-muratovitch-15888-profile
Freestyle,65 kg,18,Krzysztof BIENKOWSKI,https://uww.org/athletes-results/bienkowski-krzysztof-3515-profile
Freestyle,65 kg,19,Gadzhimurad RASHIDOV,https://uww.org/athletes-results/rashidov-gadzhimurad-18857-profile
Freestyle,65 kg,20,Stephen Simon IZOLO,https://uww.org/athletes-results/izolo-stephen-simon-188060-profile
Freestyle,65 kg,21,Manaceu Nkunga NGONDA,https://uww.org/athletes-results/ngonda-manaceu-nkunga-188420-profile
Freestyle,65 kg,22,Andre CLARKE,https://uww.org/athletes-results/clarke-andre-184957-profile
Freestyle,65 kg,23,Ali RAHIMZADE,https://uww.org/athletes-results/rahimzade-ali-18631-profile
Freestyle,65 kg,24,Edemi BOLKVADZE,https://uww.org/athletes-results/bolkvadze-edemi-3703-profile
Freestyle,65 kg,25,Tulga TUMUR-OCHIR,https://uww.org/athletes-results/tumur-ochir-tulga-23286-profile
Freestyle,65 kg,26,Joseph Christopher MCKENNA,https://uww.org/athletes-results/mckenna-joseph-christopher-14774-profile
Freestyle,65 kg,27,Georgii OKOROKOV,https://uww.org/athletes-results/okorokov-georgii-36875-profile
Freestyle,65 kg,28,Goderdzi DZEBISASHVILI,https://uww.org/athletes-results/dzebisashvili-goderdzi-166009-profile
Freestyle,65 kg,29,Shehabeldin Emam Abdelraouf MOHAMED,https://uww.org/athletes-results/mohamed-shehabeldin-emam-abdelraouf-15376-profile
Freestyle,65 kg,30,Ulukbek ZHOLDOSHBEKOV,https://uww.org/athletes-results/zholdoshbekov-ulukbek-25902-profile
Freestyle,65 kg,31,Masanosuke ONO,https://uww.org/athletes-results/ono-masanosuke-195929-profile
Freestyle,65 kg,32,Shannon Geran HANNA II,https://uww.org/athletes-results/hanna-ii-shannon-geran-195067-profile
Freestyle,65 kg,33,Joshua Alexander KRAMER,https://uww.org/athletes-results/kramer-joshua-alexander-12477-profile
Freestyle,65 kg,34,Islam GUSEINOV,https://uww.org/athletes-results/guseinov-islam-8499-profile
Freestyle,65 kg,35,Colin John REALBUTO,https://uww.org/athletes-results/realbuto-colin-john-69577-profile
Freestyle,65 kg,36,Stefan Ionut COMAN,https://uww.org/athletes-results/coman-stefan-ionut-5070-profile
Freestyle,65 kg,37,Baowen WEI,https://uww.org/athletes-results/wei-baowen-190029-profile
Freestyle,65 kg,38,Alejandro Enrique VALDES TOBIER,https://uww.org/athletes-results/valdes-tobier-alejandro-enrique-23705-profile
Freestyle,65 kg,39,Ethan Mikquin Tomapa AGUIGUI,https://uww.org/athletes-results/aguigui-ethan-mikquin-tomapa-26023-profile
Freestyle,65 kg,40,Omar Mohamed Amin Mahmoud MOURAD,https://uww.org/athletes-results/mourad-omar-mohamed-amin-mahmoud-51710-profile
Freestyle,65 kg,41,Kotaro KIYOOKA,https://uww.org/athletes-results/kiyooka-kotaro-185450-profile
Freestyle,65 kg,42,Zohier IFTENE,https://uww.org/athletes-results/iftene-zohier-162411-profile
Freestyle,65 kg,43,Rohit ROHIT,https://uww.org/athletes-results/rohit-rohit-19259-profile
Freestyle,65 kg,44,Jacob Tizoc ALEXANDER TORRES,https://uww.org/athletes-results/alexander-torres-jacob-tizoc-1085-profile
Freestyle,65 kg,45,Abbos RAKHMONOV,https://uww.org/athletes-results/rakhmonov-abbos-18725-profile
Freestyle,65 kg,46,Albaro RUDECINDO CAMACHO,https://uww.org/athletes-results/rudecindo-camacho-albaro-19389-profile
Freestyle,65 kg,47,Sylvio Siyewoutima DIATTA,https://uww.org/athletes-results/diatta-sylvio-siyewoutima-188984-profile
Freestyle,65 kg,48,Elkin ESPANA SANTA,https://uww.org/athletes-results/espana-santa-elkin-6817-profile
Freestyle,65 kg,49,Seonho YOO,https://uww.org/athletes-results/yoo-seonho-24878-profile
